 
--------------------------------------------------------------------------------
Data for Table Block SRCLIST
--------------------------------------------------------------------------------
 
ROW    RA                   DEC                  RA_ERR               DEC_ERR              POS(X,Y)                                 X_ERR                Y_ERR                NPIXSOU    NET_COUNTS           NET_COUNTS_ERR       BKG_COUNTS           BKG_COUNTS_ERR       NET_RATE             NET_RATE_ERR         BKG_RATE             BKG_RATE_ERR         EXPTIME              EXPTIME_ERR          SRC_SIGNIFICANCE     PSF_SIZE             MULTI_CORREL_MAX SHAPE        R[2]                                     ROTANG               PSFRATIO             COMPONENT
 
     1       266.4231883231       -29.0282976450      2.562249529E-05      2.811847788E-05 (     4033.1176470588,     3913.5294117647)     0.16391306965170     0.20575873698726         37        27.1167602539         5.5679292679         3.8832402229     0.04287808388472        27.1167602539         5.5679292679         3.8832402229     0.04287808388472                  1.0                    0         8.6016788483         2.4538495541          0 ellipse      [        2.6273522377         1.9197018147]       111.3233489990     0.30507516860962          1
     2       266.4224203139       -29.0282163021      3.686826165E-05      2.156415699E-05        (     4038.031250,     3914.1250)     0.23586764280390     0.15780476466171         29        28.0592956543         5.6570210457         3.9407038689     0.04345766454935        28.0592956543         5.6570210457         3.9407038689     0.04345766454935                  1.0                    0         8.8632469177         2.4466521740          0 ellipse      [        4.1402091980         2.4602849483]        18.5212383270     0.43482086062431          2
     3       266.4213310858       -29.0281508853      3.256418955E-05      1.919922565E-05       (     4045.0,     3914.6041666667)     0.20833333333348     0.14049634032108         99        74.9250259399         9.6958398819        19.0749740601     0.09646330773830        74.9250259399         9.6958398819        19.0749740601     0.09646330773830                  1.0                    0        13.7413463593         2.4331462383          0 ellipse      [        4.3492326736         2.8916292191]         7.2007045746     0.48583427071571          3
     4       266.4192693065       -29.0279510151      3.537637616E-05      1.665049255E-05 (     4058.1910112360,     3916.0674157303)     0.22632928992925     0.12184433871016        106       106.6097183228        11.5764131546        27.3902816772     0.11550582200289       106.6097183228        11.5764131546        27.3902816772     0.11550582200289                  1.0                    0        16.9094505310         2.4170439243          0 ellipse      [        6.4739556313         3.3182463646]         9.7204847336     0.63919502496719          4
     5       266.4177463428       -29.0278147079      3.230729214E-05      1.511966709E-05 (     4067.9347826087,     3917.0652173913)     0.20669577782701     0.11063951818142         82        115.151840210        11.7903032303        23.8481559753     0.10611852258444        115.151840210        11.7903032303        23.8481559753     0.10611852258444                  1.0                    0        19.3219051361         2.4098439217          0 ellipse      [        5.9846081734         3.1136572361]         7.4639058113     0.59709453582764          5
     6       266.4164768953       -29.0277127764      2.748105817E-05      2.918595924E-05 (     4076.0566037736,     3917.8113207547)     0.17581644838901     0.21356057560843         39        40.8578453064         7.2805066109        12.1421546936     0.07602407038212        40.8578453064         7.2805066109        12.1421546936     0.07602407038212                  1.0                    0         8.9003963470         2.4058761597          0 ellipse      [        4.8531303406         3.5981869698]       114.3125991821     0.57897299528122          6
     7       266.4147584894       -29.0275503533      2.712625809E-05      1.702158088E-05       (     4087.0508474576,     3919.0)     0.17355092805019     0.12455032590424         68        79.6268310547        10.1494379044        23.3731670380     0.10532747209072        79.6268310547        10.1494379044        23.3731670380     0.10532747209072                  1.0                    0        13.4697408676         2.4020748138          0 ellipse      [        4.0584816933         2.7856230736]        13.5410871506     0.46658971905708          7
     8       266.4136770726       -29.0274758154       2.77485492E-05      2.369201809E-05 (     4093.9696969697,     3919.5454545455)     0.17753343254844     0.17335683440842         61        76.4027633667         9.9504127502        22.5972366333     0.10354565083981        76.4027633667         9.9504127502        22.5972366333     0.10354565083981                  1.0                    0        13.1008405685         2.3995947838          0 ellipse      [        5.6717858315         4.7634391785]        41.0409202576     0.72203963994980          8
     9       266.4125443727       -29.0273248594      3.017549471E-05      1.699214308E-05     (     4101.2166666667,     3920.650)     0.19306254983348     0.12433154601013         61        71.8801803589         9.7985401154        24.1198215485     0.10667886584997        71.8801803589         9.7985401154        24.1198215485     0.10667886584997                  1.0                    0        12.0061130524         2.3975183964          0 ellipse      [        4.4868793488         2.8884100914]         1.1302509308     0.50051653385162          9
    10       266.4116377922       -29.0272028938      2.608850178E-05      1.648478314E-05 (     4107.0169491525,     3921.5423728814)     0.16691520849781     0.12061804334598         42        54.3619384766         8.4857711792        17.6380596161     0.09116822481155        54.3619384766         8.4857711792        17.6380596161     0.09116822481155                  1.0                    0        10.2799930573         2.3978469372          0 ellipse      [        3.9087910652         2.6908628941]       165.7859649658     0.45084193348885         10
    11       266.4106653192       -29.0271923511      2.914473828E-05      2.509901855E-05 (     4113.2388059701,     3921.6194029851)     0.18647134986804     0.18364723274499         83        96.7504806519        11.5765991211        37.2495231628     0.13283650577068        96.7504806519        11.5765991211        37.2495231628     0.13283650577068                  1.0                    0        13.5043849945         2.3965809345          0 ellipse      [        6.4784021378         6.3748521805]         9.3573522568     0.89383149147034         11
    12       266.4094444388       -29.0270469181      2.767236452E-05      1.749425783E-05     (     4121.050,     3922.6833333333)     0.17705146772096     0.12800101272751         71        73.2194976807        10.3930988312        34.7805061340     0.12849274277687        73.2194976807        10.3930988312        34.7805061340     0.12849274277687                  1.0                    0        10.5189132690         2.3971514702          0 ellipse      [        4.1472392082         2.9283792973]       169.7686309814     0.48459228873253         12
    13       266.4081766980       -29.0269364232      2.714275399E-05      1.836819673E-05 (     4129.1610169492,     3923.4915254237)     0.17366486585979     0.13439393504768         83       102.1580429077        12.0839166641        43.8419570923     0.14507277309895       102.1580429077        12.0839166641        43.8419570923     0.14507277309895                  1.0                    0        13.3057775497         2.3943073750          0 ellipse      [        5.6871376038         4.3436613083]         8.7825069427     0.69194841384888         13
