Distance between G and C
------------------------------------------------

STATISTICS

Linear fit parameters: [2.35886597e-05 1.13298762e+02]
Degrees of freedom: 1
Linear covariance matrix: 
[[ 4.23396604e-09 -3.11552597e-03]
 [-3.11552597e-03  2.29254494e+03]]
rms error in linear fit: 2.550920645260165

Null fit parameter: [130.65626553]
Null covariance matrix: 
[[0.01236151]]
rms error in null fit: 2.5558881814857415

chi-squared test statistic: 0.04980121389537837

------------------------------------------------

DATA
## DATE    OBSID   DISTANCE    ERROR
0 2003-06-19    3549   131.04921169937418    0.411614259080509
1 2005-07-24    5950   130.6007226184886    0.48980455697074043
2 2005-07-30    5953   130.16234025663633    0.4477616698587414
3 2013-10-23    14704   130.19914063698593    0.4159006490597067
4 2013-10-28    15045   130.07551034586302    0.5080048532906292
5 2017-07-15    19703   130.86876136014288    0.24781552113002903
6 2017-07-25    19704   130.67150980248343    0.222516768247664
7 2017-04-06    19726   128.68467636236534    0.7110770240014641
8 2017-04-07    19727   130.69611456973686    0.48478173827768906
9 2018-04-20    20344   131.19746102454732    0.4717396431833019
10 2018-04-22    20345   131.05402045636546    0.5749917232330931
11 2018-04-24    20346   131.44588314207837    0.4919166442146482
12 2018-04-25    20347   131.0221788783734    0.5136466459062616
13 2019-03-29    21453   130.25219155603804    0.45903813855761094
14 2019-03-30    21454   130.34793327744538    0.5462915955316096
15 2019-03-31    21455   131.01265481860457    0.5277215584794692
16 2019-04-01    21456   130.41776161368034    0.41522883152198076
