Distance between K and H
------------------------------------------------

STATISTICS

Linear fit parameters: [ 1.34758337e-04 -8.30464610e+01]
Degrees of freedom: 1
Linear covariance matrix: 
[[ 7.35023230e-09 -5.39359229e-03]
 [-5.39359229e-03  3.95784540e+03]]
rms error in linear fit: 7.708690381178361

Null fit parameter: [15.83905711]
Null covariance matrix: 
[[0.03463137]]
rms error in null fit: 7.707757920832193

chi-squared test statistic: 3.759965500850794

------------------------------------------------

DATA
## DATE    OBSID   DISTANCE    ERROR
0 2002-05-22    2943   14.47833210751855    0.24311251693025282
1 2002-03-23    2952   17.259204522960907    0.42290446226805234
2 2002-05-25    3392   14.3217076081306    0.12095649257943018
3 2002-05-28    3393   16.233468532798614    0.12720813411986653
4 2002-05-24    3663   17.189093182592327    0.24387136177798485
5 2002-06-03    3665   14.170292869484985    0.18598368954771727
6 2004-07-06    4684   14.450395650610432    0.21892720083491274
7 2005-07-24    5950   16.9517177561131    0.21243845308076015
8 2005-07-27    5951   17.38304827386605    0.24829006086653335
9 2005-07-29    5952   15.033352812885708    0.2260053136989221
10 2005-07-30    5953   15.168369608306298    0.22669029234081026
11 2008-05-05    9169   17.988081318348023    0.2655381337769517
12 2008-05-06    9170   18.50689237551008    0.26902155408878814
13 2008-05-10    9171   13.475718030540405    0.24399659281454467
14 2008-05-11    9172   16.403273599672264    0.29391480962607225
15 2008-07-25    9174   14.533200729369046    0.2725217899810123
16 2009-05-18    10556   16.05743606547783    0.13751682016769207
17 2011-03-29    13016   17.769395694851124    0.31594618213051023
18 2013-10-23    14704   15.33644578854079    0.2477760851948492
19 2013-04-06    14941   16.969385738058993    0.3067435478437777
20 2013-04-14    14942   16.327119374792204    0.36327946279521794
21 2013-09-20    14944   14.436161352288654    0.32321421491561414
22 2013-10-04    15044   16.708612488327272    0.196859311117659
23 2014-04-04    16212   16.498724219691262    0.20962801092002778
24 2014-04-28    16213   15.967514779918105    0.20668512335541533
25 2014-05-20    16214   15.076696830076997    0.23388916728564468
26 2014-08-02    16216   17.871259945659872    0.20945920882274138
27 2014-08-30    16217   16.27084601989369    0.2639139902387406
28 2014-07-04    16597   15.883836307820761    0.37535585747298295
29 2015-10-21    16964   15.677320359059147    0.3296349749526195
30 2015-08-17    16965   14.568723058551052    0.3216976503669749
31 2015-05-14    16966   16.494770255250817    0.292681301344725
32 2016-07-18    18732   16.029828991908264    0.15079341870355678
33 2017-07-25    19704   15.565094456498413    0.16963781417349708
34 2017-04-06    19726   15.572262035527407    0.3076682566602547
35 2017-04-12    20040   15.471602065293474    0.2989492412546069
36 2018-04-20    20344   16.494920574742036    0.2666280146391334
37 2018-04-22    20345   14.330047277388921    0.22245597658565322
38 2018-04-24    20346   17.17198944860898    0.26078445958569874
39 2018-04-25    20347   17.250687865724764    0.2479033735472051
