Distance between C and D
------------------------------------------------

STATISTICS

Linear fit parameters: [-7.86212834e-05  1.38161407e+02]
Degrees of freedom: 1
Linear covariance matrix: 
[[ 2.21516437e-09 -1.62492077e-03]
 [-1.62492077e-03  1.19196297e+03]]
rms error in linear fit: 3.405416444524621

Null fit parameter: [80.48922788]
Null covariance matrix: 
[[0.01271198]]
rms error in null fit: 3.4887698192556145

chi-squared test statistic: 0.14424033357360516

------------------------------------------------

DATA
## DATE    OBSID   DISTANCE    ERROR
0 2002-05-22    2943   80.74010382755073    0.8921790432049966
1 2002-05-25    3392   80.74095113054429    0.33535753827680403
2 2002-05-28    3393   80.87962416914839    0.4034923697998144
3 2002-06-03    3665   80.7342636090096    0.5535271882969027
4 2004-07-05    4683   79.5042894498672    0.721246064534482
5 2004-07-06    4684   80.90603138990727    0.7243225541059933
6 2005-07-24    5950   80.2992500159993    0.5985271954516234
7 2005-07-27    5951   81.13223539903203    0.803834229977879
8 2005-07-29    5952   80.24749600601531    0.6089104844247122
9 2006-07-17    6363   82.05242903841902    0.6863018229105194
10 2008-05-05    9169   80.20490225801346    0.8858372956854755
11 2009-05-18    10556   79.60886478284384    0.5987182246670694
12 2010-05-13    11843   80.8727179739886    0.9035503161863502
13 2013-10-23    14704   79.35447148252503    0.6651673955471634
14 2014-05-20    16214   79.90446217928265    0.9016597388769668
15 2014-08-02    16216   81.10253703448068    0.7703915538099579
16 2014-10-20    16218   80.03742983663776    0.8141101006776876
17 2016-10-14    18058   80.51196331435202    0.8956779818629722
18 2016-07-12    18731   80.28956672706651    0.5554939779883991
19 2016-07-18    18732   80.32785498673697    0.6451806032223933
20 2017-07-15    19703   80.03019570048562    0.5931042525168109
21 2017-07-25    19704   80.76910151293576    0.5435784164564548
22 2017-04-06    19726   79.42315798740157    1.0230760736670437
23 2017-04-07    19727   79.84795852466624    0.9231277374428902
24 2017-04-12    20040   80.9430002900681    0.978085268855883
25 2018-04-20    20344   79.94257939720316    0.8852997282524183
26 2019-03-31    21455   80.02837328436725    1.0653033606617572
27 2019-04-01    21456   81.8691540219974    1.0459314285577117
