Distance between H and C
------------------------------------------------

STATISTICS

Linear fit parameters: [-1.86414140e-04  3.00026047e+02]
Degrees of freedom: 1
Linear covariance matrix: 
[[ 7.27943805e-09 -5.33960127e-03]
 [-5.33960127e-03  3.91672763e+03]]
rms error in linear fit: 8.703645415615913

Null fit parameter: [163.28785673]
Null covariance matrix: 
[[0.03523949]]
rms error in null fit: 8.84782922163161

chi-squared test statistic: 0.4639421634599587

------------------------------------------------

DATA
## DATE    OBSID   DISTANCE    ERROR
0 2002-05-22    2943   164.38874029296574    0.4090026207339153
1 2002-02-19    2951   164.37982409513802    0.5096170444832854
2 2002-03-23    2952   161.81561712302488    0.4045525181328538
3 2002-05-25    3392   164.80582537835895    0.19043938844474667
4 2002-05-28    3393   162.6609535674074    0.22833406100095982
5 2002-05-24    3663   162.3428861025609    0.40928281871635463
6 2002-06-03    3665   165.2414905643741    0.28288106862997003
7 2004-07-06    4684   164.5796417882953    0.3452026566214159
8 2005-07-24    5950   162.83192008092664    0.3467252411653984
9 2005-07-27    5951   162.4206193712965    0.3895423160112304
10 2005-07-29    5952   164.06980798788615    0.3033663712853601
11 2005-07-30    5953   164.52175840499584    0.2796204163950857
12 2007-05-17    7556   160.3514242219258    1.0440303654512209
13 2007-10-26    7559   159.95855630699396    0.6091233948658911
14 2008-05-05    9169   161.7640943335526    0.41582938644893275
15 2008-05-06    9170   160.99711394366977    0.5076135062001164
16 2008-05-10    9171   165.27991743993402    0.4687523873442549
17 2008-05-11    9172   161.83316379176574    0.3781041021990275
18 2008-07-25    9174   164.94054469670635    0.4673156841042682
19 2009-05-18    10556   162.67706597300509    0.2434658802607212
20 2011-03-29    13016   161.99581782608968    0.6102277242447923
21 2013-10-23    14704   163.543608214617    0.4155833462415983
22 2013-04-06    14941   161.43575059734894    0.6793365724533038
23 2013-09-20    14944   163.77336601170148    0.3870989784650493
24 2013-10-04    15044   162.30107287141317    0.4700661040781724
25 2014-06-03    16210   162.19110091642796    0.512557500658188
26 2014-04-04    16212   162.41689990867144    0.4571310125698927
27 2014-04-28    16213   163.12477521123748    0.36066316564740775
28 2014-05-20    16214   163.51596924221008    0.5523260771256717
29 2014-08-02    16216   161.52041823523265    0.3309887826842504
30 2014-08-30    16217   163.25182080777572    0.33610437267395316
31 2014-10-20    16218   163.39549903379455    0.3339052942985327
32 2015-08-17    16965   164.22678269771873    0.39382205327446
33 2016-07-18    18732   162.87217230728893    0.2691021346635425
34 2017-07-25    19704   163.25951042416162    0.2844382647629099
35 2017-04-06    19726   160.57619053404264    0.6444449156756976
36 2017-04-12    20040   163.70485921927005    0.5590412453445497
37 2018-04-20    20344   162.95072933149333    0.4913149460861523
38 2018-04-22    20345   165.03761279403133    0.5863547810178519
39 2018-04-24    20346   162.59514758990827    0.4997440845042664
40 2018-04-25    20347   162.15254779450743    0.4052547581358932
