Distance between R and E
------------------------------------------------

STATISTICS

Linear fit parameters: [2.41349639e-05 7.39363831e+01]
Degrees of freedom: 1
Linear covariance matrix: 
[[ 1.53973742e-09 -1.13001854e-03]
 [-1.13001854e-03  8.29331516e+02]]
rms error in linear fit: 3.989815610883301

Null fit parameter: [91.6491154]
Null covariance matrix: 
[[0.00694801]]
rms error in null fit: 3.9444631689295764

chi-squared test statistic: 0.17366475920899285

------------------------------------------------

DATA
## DATE    OBSID   DISTANCE    ERROR
0 2002-05-22    2943   91.98717901915141    0.6941604365662206
1 2002-05-25    3392   91.52581790016804    0.19986544231351835
2 2002-05-28    3393   91.18764968984743    0.21798506687192645
3 2002-05-24    3663   90.89157842057641    0.5453470049420204
4 2002-06-03    3665   92.77577462648746    0.4211483935188576
5 2004-07-05    4683   92.03310294071953    0.3648820836851353
6 2004-07-06    4684   91.34530481314253    0.2620554908402023
7 2005-07-24    5950   91.60374438518569    0.31018499435494734
8 2005-07-27    5951   91.44879444782796    0.35669385995000397
9 2005-07-29    5952   90.17917218044845    0.415684416343799
10 2005-07-30    5953   92.28012195182274    0.39255499810913125
11 2009-05-18    10556   92.3364519112824    0.26350849019780304
12 2010-05-13    11843   92.07240397481479    0.45086159848566265
13 2011-03-29    13016   91.92696699329151    1.02104582621251
14 2013-05-12    14702   90.87441561701719    0.7163499251120717
15 2013-06-04    14703   91.60246305687753    0.5107994716113265
16 2013-07-02    14946   90.95660562237626    0.5755383925989076
17 2013-07-27    15041   91.85626109914489    0.43437289075484276
18 2013-08-11    15042   91.52935170418603    0.31056187595006307
19 2013-09-14    15043   92.8400990372774    0.41757666204143346
20 2013-10-04    15044   92.42776626207242    0.3717962845877801
21 2013-10-28    15045   91.75019254831803    0.5287135131203747
22 2014-03-14    16211   92.23738864784725    0.5364578713914526
23 2014-04-04    16212   92.55060171671676    0.4840593865031782
24 2014-04-28    16213   91.41317107059548    0.5647105269028166
25 2014-05-20    16214   91.63394555250068    0.38282101453149475
26 2014-07-16    16215   91.69829579051986    0.37808289912050913
27 2014-08-02    16216   91.54668112954877    0.4857056362170301
28 2014-08-30    16217   90.58588057858914    0.5658410661659753
29 2014-02-21    16508   91.62729738904936    0.36292420881501175
30 2016-07-12    18731   91.24985898961721    0.2864625745475348
31 2016-07-18    18732   91.45426143746751    0.2705330825547992
32 2017-07-15    19703   92.07471371594077    0.28447133357827126
33 2017-07-25    19704   92.02280015794997    0.4029946374902073
34 2017-04-06    19726   92.50320145419101    0.6786446265444793
35 2017-04-11    20041   90.6630913139467    0.7525842191731761
36 2018-04-20    20344   92.02095534762807    0.6621977554700685
37 2018-04-25    20347   91.29090097438932    0.5929481028609317
38 2019-03-29    21453   90.69990032363869    0.6305203371185885
39 2019-03-30    21454   90.89222636946529    0.5727131166008482
40 2019-03-31    21455   91.49234697324157    0.6866637861779777
41 2019-04-01    21456   91.11435659087692    0.6466959395916189
