ellipse(4094.724138,3916.000000,6.169123,3.932419,136.756004)
ellipse(4106.068966,3959.000000,7.625725,4.710077,39.814794)
ellipse(4042.000000,3965.117647,6.177922,3.686607,138.859693)
ellipse(4090.142857,3982.642857,4.858418,3.862808,0.909152)
ellipse(4181.000000,3988.318182,2.945447,2.175170,77.744490)
ellipse(4153.521739,4004.492754,8.514369,4.403647,46.550882)
ellipse(4163.583333,4011.583333,4.018587,3.496563,56.239717)
ellipse(4175.259259,4068.555556,4.654322,3.505410,165.333454)
ellipse(4157.410714,4095.392857,7.998112,5.681876,66.767857)
ellipse(4078.456140,4104.228070,3.138627,2.688746,51.783188)
ellipse(4076.133333,4113.955556,2.201367,1.943246,75.865744)
ellipse(4123.523305,4120.254237,2.125093,1.925275,159.725720)
ellipse(4133.951140,4120.801303,3.746824,3.551594,40.628671)
ellipse(4126.216450,4124.597403,2.337494,2.112084,134.576046)
ellipse(4081.317949,4125.189744,3.010808,2.629938,128.990977)
ellipse(4157.925926,4126.314815,4.006380,3.895411,110.716281)
ellipse(4179.280840,4135.259843,3.283523,2.931533,46.958237)
ellipse(4133.195804,4138.807692,5.389055,4.158627,94.660274)
ellipse(4083.046875,4152.765625,4.182213,3.091510,50.427780)
ellipse(4125.806624,4169.131482,3.457477,3.276541,46.636189)
ellipse(4068.115108,4182.683453,9.428460,4.755570,78.190637)
ellipse(4076.170213,4190.297872,3.442112,3.233306,41.811410)
ellipse(4084.823529,4196.082353,7.230380,4.497482,12.139967)
ellipse(4108.939394,4212.696970,4.110849,3.256540,123.400705)
ellipse(4084.767123,4234.643836,6.278281,6.000686,55.268055)
ellipse(4131.107143,4299.892857,4.998437,2.980004,98.326150)
ellipse(4122.325581,4301.720930,5.822939,4.437820,109.204256)
ellipse(4117.076923,4311.115385,4.357386,4.228306,75.639837)
ellipse(4118.240000,4077.926667,7.265217,7.073176,148.732933)
ellipse(4177.514286,4084.200000,6.884300,4.917346,80.025489)
ellipse(4140.662963,4114.385185,6.009616,5.485757,16.824509)
ellipse(4105.345361,4130.922680,6.207920,5.401835,173.170075)
ellipse(4043.200000,4171.742857,4.475177,3.808334,119.465845)
ellipse(4114.346154,4269.730769,4.738180,3.230212,54.438302)
ellipse(4080.152941,4313.729412,8.663987,6.249327,159.961196)
ellipse(4177.823529,3956.470588,4.534349,3.841166,49.630111)
ellipse(4140.876923,4086.292308,4.556421,3.617671,56.937640)
