Distance between Magnetar and N
------------------------------------------------

STATISTICS

Linear fit parameters: [2.02361020e-05 4.29105708e+01]
Degrees of freedom: 1
Linear covariance matrix: 
[[ 1.13491174e-09 -8.35135259e-04]
 [-8.35135259e-04  6.14542429e+02]]
rms error in linear fit: 1.815758005100674

Null fit parameter: [57.80149289]
Null covariance matrix: 
[[0.0004532]]
rms error in null fit: 1.8179731107442907

chi-squared test statistic: 0.05704042444161183

------------------------------------------------

DATA
## DATE    OBSID   DISTANCE    ERROR
0 2013-05-12    14702   57.73540300095134    0.2286244390423294
1 2013-06-04    14703   58.14196990207316    0.2960701672060124
2 2013-10-23    14704   57.92674037170115    0.12905899703933704
3 2013-10-17    14943   57.820554109251674    0.17361855578530483
4 2013-09-20    14944   57.894122438969696    0.18946394916526438
5 2013-08-31    14945   57.7890375942017    0.1509565665693786
6 2013-07-02    14946   57.61851199097104    0.2976723874044393
7 2013-07-27    15041   57.982173900892576    0.17292946579946955
8 2013-08-11    15042   57.95622498639221    0.08309701883699704
9 2013-09-14    15043   57.93600382426686    0.11907343890893558
10 2013-10-04    15044   57.23266554943084    0.19156246273513308
11 2013-10-28    15045   57.84838334878439    0.15892853089381587
12 2014-06-03    16210   57.89313410606195    0.17715701678837942
13 2014-03-14    16211   58.07784427872556    0.19496145455543265
14 2014-04-04    16212   57.58148822510107    0.17712633081835627
15 2014-04-28    16213   57.83714274330168    0.12391599506546645
16 2014-05-20    16214   57.800974191664736    0.13711748655553044
17 2014-07-16    16215   57.693890900318365    0.15340227873552886
18 2014-08-02    16216   57.782522872879234    0.1482107623823655
19 2014-08-30    16217   57.48290934443075    0.1962062507211579
20 2014-10-20    16218   58.11514921408116    0.15129181307877662
21 2014-02-21    16508   57.66930798837966    0.08575990991683652
22 2014-07-04    16597   57.86484280924549    0.3213646606541403
23 2015-02-13    16963   56.99210793211246    0.4390900319696955
24 2015-10-21    16964   57.408596714380714    0.1700744107857804
25 2015-08-17    16965   57.26678623355106    0.2831150352970193
26 2015-05-14    16966   57.75202334479833    0.14985320756093526
27 2016-02-13    18055   57.685542034968215    0.15892490900690343
28 2016-02-14    18056   57.07893764905863    0.24063193635121247
29 2016-10-08    18057   58.21414363761605    0.2518790358094339
30 2016-07-12    18731   57.60262819859288    0.0827189260751102
31 2016-07-18    18732   57.9102004525526    0.08847932205436312
32 2017-07-15    19703   57.741413876770075    0.10391546463934034
33 2017-07-25    19704   57.796637385878505    0.12263540980060515
34 2017-04-06    19726   57.88890632854761    0.1975924597152865
35 2017-04-07    19727   57.69912472442472    0.15933519024253992
36 2017-04-12    20040   57.7065109527711    0.157860486562728
37 2017-04-11    20041   57.68572837736308    0.0770856718075535
38 2018-04-20    20344   58.10559536624774    0.2250579125733088
39 2018-04-22    20345   57.767396050462324    0.1813961565112227
40 2018-04-24    20346   58.16754805674821    0.07241262699357985
41 2018-04-25    20347   57.39610112814343    0.15138209499845326
42 2019-03-31    21455   58.06056597391149    0.2869913291703115
