 
--------------------------------------------------------------------------------
Data for Table Block SRCLIST
--------------------------------------------------------------------------------
 
ROW    RA                   DEC                  RA_ERR               DEC_ERR              POS(X,Y)                                 X_ERR                Y_ERR                NPIXSOU    NET_COUNTS           NET_COUNTS_ERR       BKG_COUNTS           BKG_COUNTS_ERR       NET_RATE             NET_RATE_ERR         BKG_RATE             BKG_RATE_ERR         EXPTIME              EXPTIME_ERR          SRC_SIGNIFICANCE     PSF_SIZE             MULTI_CORREL_MAX SHAPE        R[2]                                     ROTANG               PSFRATIO             COMPONENT
 
     1       266.3965864162       -29.0401086136      7.914042902E-05      4.399715928E-05 (     4215.0833333333,     3892.4166666667)     0.50632572593258     0.32185083961849         62         9.6247043610         3.4642674923         2.3752954006     0.03391060233116         9.6247043610         3.4642674923         2.3752954006     0.03391060233116                  1.0                    0         3.4773209095         2.7433111668          0 ellipse      [        5.2624535561         3.3438875675]       178.9153747559     0.50971055030823          1
     2       266.4216884050       -29.0362166718      3.041239364E-05      2.764808832E-05      (     4054.50,     3920.9024390244)     0.19454946504311     0.20231391674679        122        72.9836654663         9.0556173325         9.0163383484     0.06483267247677        72.9836654663         9.0556173325         9.0163383484     0.06483267247677                  1.0                    0        17.6925201416         2.5167682171          0 ellipse      [        5.8336348534         4.9100561142]        51.6244659424     0.70884025096893          2
     3       266.4366943591       -29.0356892750      6.179454022E-05      3.195012525E-05             (     3958.50,     3924.750)     0.39528470752111     0.23385358667338         31         6.0583667755         2.8285796642         1.9416332245     0.02937952056527         6.0583667755         2.8285796642         1.9416332245     0.02937952056527                  1.0                    0         2.2942972183         2.6935603619          0 ellipse      [        3.4477303028         1.8167705536]        15.8037509918     0.30971962213516          3
     4       266.4401328338       -29.0340486822      7.015307483E-05      2.845924088E-05             (     3936.50,     3936.750)     0.44876373392799     0.20833333333348         40         9.3438940048         3.4642872810         2.6561059952     0.03586654365063         9.3438940048         3.4642872810         2.6561059952     0.03586654365063                  1.0                    0         3.2836704254         2.7241454124          0 ellipse      [        4.6854681969         2.1175189018]       173.8022918701     0.38542386889458          4
     5       266.3940495248       -29.0336051873      3.677742887E-05      2.419530628E-05       (     4231.3207547170,     3940.0)     0.23531802088746     0.17699682112561         87        47.4269027710         7.2802901268         5.5730957985     0.05125231668353        47.4269027710         7.2802901268         5.5730957985     0.05125231668353                  1.0                    0        13.4943437576         2.5963096619          0 ellipse      [        5.4861245155         3.3555188179]       153.7545928955     0.55085200071335          5
     6       266.3983399154       -29.0313507891      3.311987734E-05      5.402635672E-05            (     4203.8750,     3956.50)      0.2119478119730     0.39528470752111         30         6.0053749084         2.8285977840         1.9946250916     0.03107656352222         6.0053749084         2.8285977840         1.9946250916     0.03107656352222                  1.0                    0         2.2604718208         2.4801268578          0 ellipse      [        3.4045228958         1.7010583878]        78.5831756592     0.32343915104866          6
     7       266.4200560297       -29.0303146833       4.99162806E-05      6.313741555E-05 (     4064.9411764706,     3964.0882352941)     0.31933423517603     0.46199441094222         85        23.9990329742         5.8313589096        10.0009670258     0.06888744980097        23.9990329742         5.8313589096        10.0009670258     0.06888744980097                  1.0                    0         5.6087355614         2.3999879360          0 ellipse      [        8.0822038651         5.5851969719]        89.0325775146     0.93315505981445          7
     8       266.4302064929       -29.0295059899      2.405037128E-05      2.574835899E-05                (     4000.0,     3970.0)     0.15384615384619     0.18842228790618         28        11.0018558502         3.6056790352         1.9981439114     0.03036117367446        11.0018558502         3.6056790352         1.9981439114     0.03036117367446                  1.0                    0         4.1395335197         2.4507615566          0 ellipse      [        2.1072752476         1.5755847692]                67.50     0.24783305823803          8
     9       266.3900457109       -29.0278189484      4.335572896E-05      5.261107617E-05 (     4256.9444444444,     3982.3333333333)     0.27746896414374     0.38490017945969         62        13.9429092407         4.2428674698         4.0570912361     0.04386797547340        13.9429092407         4.2428674698         4.0570912361     0.04386797547340                  1.0                    0         4.3673844337         2.5387496948          0 ellipse      [        4.9144897461         3.5099878311]        96.5124282837     0.54531931877136          9
    10       266.4224358319       -29.0271312377        4.6055702E-05      4.061474193E-05 (     4049.7142857143,     3987.3809523810)     0.29464500445874     0.29719925041945         52        15.4038352966         4.5828657150         5.5961651802     0.05154529586434        15.4038352966         4.5828657150         5.5961651802     0.05154529586434                  1.0                    0         4.3771343231         2.3574426174          0 ellipse      [        4.3100433350         3.8112423420]       132.9777526855     0.57307535409927         10
    11       266.4259189164       -29.0256016392      4.921540079E-05      6.282860044E-05 (     4027.4285714286,     3998.5714285714)     0.31484180858251     0.45975021739059         49         9.9862108231         3.7419095039         4.0137891769     0.04344364628196         9.9862108231         3.7419095039         4.0137891769     0.04344364628196                  1.0                    0         3.1377418041         2.3515419960          0 ellipse      [        5.1676344872         3.5239186287]        85.9349517822     0.60490173101425         11
    12       266.3981693205       -29.0233775893      1.785775254E-05      1.624254538E-05 (     4204.9747899160,     4014.8403361345)     0.11427470589206     0.11883148873130         87       111.6365890503        10.9088773727         7.3634109497     0.06001232564449       111.6365890503        10.9088773727         7.3634109497     0.06001232564449                  1.0                    0        29.0085334778         2.3789863586          0 ellipse      [        4.1326966286         3.4684584141]        51.5108222961     0.53048342466354         12
    13       266.3957483045       -29.0219523319      3.860584258E-05      3.749788365E-05 (     4220.4666666667,     4025.2666666667)     0.24705674861707     0.27433421088017         62        14.5764875412         4.3591432571         4.4235119820     0.04615447297692        14.5764875412         4.3591432571         4.4235119820     0.04615447297692                  1.0                    0         4.4514670372         2.3902151585          0 ellipse      [        3.7438800335         2.0936479568]       129.2517242432     0.39044022560120         13
