 
--------------------------------------------------------------------------------
Data for Table Block SRCLIST
--------------------------------------------------------------------------------
 
ROW    RA                   DEC                  RA_ERR               DEC_ERR              POS(X,Y)                                 X_ERR                Y_ERR                NPIXSOU    NET_COUNTS           NET_COUNTS_ERR       BKG_COUNTS           BKG_COUNTS_ERR       NET_RATE             NET_RATE_ERR         BKG_RATE             BKG_RATE_ERR         EXPTIME              EXPTIME_ERR          SRC_SIGNIFICANCE     PSF_SIZE             MULTI_CORREL_MAX SHAPE        R[2]                                     ROTANG               PSFRATIO             COMPONENT
 
     1       266.4068004349       -29.0288706759      3.944237346E-05      4.203817195E-05       (     4150.343750,     3883.81250)     0.25236914539437     0.30757843257879         48        20.4233169556         5.6573386192        11.5766830444     0.07403421401978        20.4233169556         5.6573386192        11.5766830444     0.07403421401978                  1.0                    0         4.5275101662         2.5530235767          0 ellipse      [        5.8862895966         3.3076367378]        56.0288963318     0.57610762119293          1
     2       266.3984880660       -29.0261287120      6.231764473E-06       5.27513583E-06 (     4203.5280384527,     3903.8699931334)     0.03987653782588     0.03859291450954        558      4296.6098632812        70.5644226074       682.3900146484     0.58131122589111      4296.6098632812        70.5644226074       682.3900146484     0.58131122589111                  1.0                    0       158.3306274414         2.5522630215          0 ellipse      [        7.9759454727         7.5812487602]        24.9166984558         1.0155814886          2
     3       266.3982082843       -29.0233362237      1.143267792E-05      9.452122899E-06 (     4205.3210332103,     3924.3025830258)     0.07315865620421     0.06915134978590         86       242.7318115234        17.2344436646        54.2681922913     0.16141252219677       242.7318115234        17.2344436646        54.2681922913     0.16141252219677                  1.0                    0        28.8368244171         2.4829158783          0 ellipse      [        3.6316866875         3.3952786922]        16.5730648041     0.47142067551613          3
     4       266.4110289592       -29.0232362217      5.000135349E-05      5.778215843E-05 (     4123.2916666667,     3925.0416666667)     0.31993470832731     0.42278494117181         54        14.2329454422         4.8994464874         9.7670545578     0.06763185560703        14.2329454422         4.8994464874         9.7670545578     0.06763185560703                  1.0                    0          3.354452610         2.3926389217          0 ellipse      [        6.9931988716         3.4371385574]       121.7930374146     0.68302726745605          4
     5       266.4173581605       -29.0154893149      1.862763571E-05      2.515201184E-05 (     4082.7950310559,     3981.7267080745)     0.11918929770127     0.18404127666281        105       127.1888504028        12.6892175674        33.8111534119     0.12747196853161       127.1888504028        12.6892175674        33.8111534119     0.12747196853161                  1.0                    0        18.4897785187         2.2899103165          0 ellipse      [        7.0605335236         4.4511623383]        99.2237548828     0.81604808568954          5
     6       266.4095441156       -29.0134546660      4.395327045E-05      5.012714542E-05 (     4132.7954545455,     3996.6136363636)     0.28126695624633     0.36677045579290         77        27.6614856720         6.6338253021        16.3385143280     0.08739048987627        27.6614856720         6.6338253021        16.3385143280     0.08739048987627                  1.0                    0         5.3880844116         2.2685565948          0 ellipse      [        7.3564262390         5.5209722519]       100.9111709595     0.93641930818558          6
     7        266.417882550       -29.0118736225      3.378185875E-05      1.356564496E-05 (     4079.4390243902,     4008.1829268293)     0.21616524360934     0.09926566902004         57        54.6484680176         9.0560979843        27.3515338898     0.11362234503031        54.6484680176         9.0560979843        27.3515338898     0.11362234503031                  1.0                    0         8.6728620529         2.2677254677          0 ellipse      [        5.9349822998         2.5559396744]         9.2364931107     0.57249706983566          7
     8       266.4038678435       -29.0109970987      4.827032041E-05      3.751499018E-05 (     4169.1186440678,     4014.5932203390)     0.30890707784420     0.27447020766704         88        38.9467964172         7.6817703247        20.0532035828     0.09795485436916        38.9467964172         7.6817703247        20.0532035828     0.09795485436916                  1.0                    0         7.0034933090         2.2650849819          0 ellipse      [        7.4887719154         5.8813705444]       149.8801422119     0.97664970159531          8
     9       266.4242467365       -29.0104242994      5.098226251E-05      4.404123113E-05 (     4038.7142857143,     4018.7857142857)     0.32621157883978     0.32227778974220         26         8.7892484665         3.7419712543         5.2107520103     0.04847034066916         8.7892484665         3.7419712543         5.2107520103     0.04847034066916                  1.0                    0         2.5539262295         2.2912812233          0 ellipse      [        3.8015911579         3.470274210]       138.8334045410     0.52840262651443          9
